zipcode,population,pop_density
43333,509,11.4
43336,0,186.1
43343,1012,17
43347,1501,20.1
43348,1736,360.7
43357,3921,26.9
43358,2588,15.5
43360,1600,20.6
44001,21130,233.5
44011,22786,393.3
44012,23777,783.4
44028,9000,98.5
44035,63318,519.6
44036,63318,519.6
44039,33018,482.2
44044,15400,111.4
44049,224,256.8
44050,6384,92.8
44052,28576,1249.3
44053,18895,594.2
44054,12613,388.7
44055,19943,1153.1
44074,11376,91.1
44090,11996,42.7
43434,61,1855
43504,1261,27.6
43528,15919,341.2
43537,27097,575.3
43542,3687,95.3
43547,179,253.1
43560,32275,595.5
43566,7926,149.1
43571,7526,122.4
43601,7526,122.4
43603,7526,122.4
43604,8920,1389.6
43605,26096,1550.7
43606,25219,1564.8
43607,21117,1284.5
43608,14570,1761
43609,21936,1788.7
43610,4343,1561.6
43611,18579,1069.2
43612,29686,990.6
43613,32653,1991
43614,31607,1248.7
43615,39786,939.6
43616,20380,201.3
43617,7268,529.1
43620,5863,2070.6
43623,19936,1154.9
43635,19936,1154.9
43652,19936,1154.9
43654,19936,1154.9
43656,19936,1154.9
43657,19936,1154.9
43659,19936,1154.9
43660,19936,1154.9
43661,19936,1154.9
43666,19936,1154.9
43667,19936,1154.9
43681,19936,1154.9
43682,19936,1154.9
43697,19936,1154.9
43699,19936,1154.9
43064,14243,47.2
43140,24514,41.8
43143,5762,16.5
43151,316,427.6
74845,500,1.9
73718,602,2.7
73729,535,3.9
73737,3521,4
73747,475,2.6
73760,341,3
73768,1666,4.6
73838,345,1.2
73439,7610,22.3
73440,284,12.9
73446,8482,13.5
74330,3331,11.5
74337,4913,21.2
74340,204,66.7
74349,312,88.4
74350,748,56.2
74352,6756,20.1
74361,16590,36.8
74362,16590,36.8
74364,1847,7.1
74365,4479,27.5
74366,1548,15.5
74367,407,12.4
73030,4362,9
73032,214,42.1
73086,8687,18.1
74401,15972,55.8
74402,15972,55.8
74403,30573,104.2
74422,820,4.9
74423,981,6.2
74428,1307,5.6
74434,8583,38.9
74436,5718,14.3
74439,134,8
74450,1846,10.5
74455,3093,10.7
74463,2145,355
74468,316,33.7
74469,2557,22.4
74470,1488,8
73061,1659,5.5
73077,6808,10.2
73757,233,2
74630,752,2.5
74644,528,2.4
74651,847,1.9
74027,1060,4.3
74042,402,3.7
74048,6213,11.3
74072,1803,6.2
74083,1029,3.8
74829,1474,12.4
74833,834,5.4
74859,6032,8
74860,1784,6.6
74880,1958,7.8
73003,24147,1054.4
73007,2349,20.6
73008,20240,980.7
73012,37639,279.5
73013,52254,580.6
73020,23966,132.9
73025,13019,84.9
73034,44647,284.2
73039,1924,5.2
73045,11293,60.5
73049,5858,37.2
73054,4271,17.7
73066,330,193.7
73083,3135,7.6
73084,6878,149
73097,167,93.1
73101,68676,183
73102,4996,1879.3
73103,4924,1424.3
73104,2287,423.8
73105,5409,452.2
73106,12683,1672.9
73107,25328,1309.5
73108,15156,787.7
73109,23144,1469.6
73110,33383,1181.2
73111,11368,527.9
73112,33335,1550.3
73113,33335,1550.3
73114,18312,716.2
73115,21032,1339
73116,9205,656.3
73117,5680,308.9
73118,14087,1054.2
73119,32119,1992.9
73120,35771,1214.3
73121,3558,117.4
73122,12789,1534
73123,12789,1534
73124,12789,1534
73125,12789,1534
73126,12789,1534
73127,25134,765.9
73128,4757,245.3
73129,19764,617.5
73130,20604,753
73131,3823,101
73132,28199,1365.3
73134,5573,400.7
73135,22790,683.7
73136,22790,683.7
73137,22790,683.7
73140,17563,1522.2
73141,2600,98
73142,14302,422.8
73143,14302,422.8
73144,14302,422.8
73145,3277,189.6
73146,3277,189.6
73147,3277,189.6
73148,3277,189.6
73149,5082,341.7
73150,4770,94
73151,1861,193.4
73152,1861,193.4
73153,1861,193.4
73154,1861,193.4
73155,1861,193.4
73156,1861,193.4
73157,1861,193.4
73159,33816,956.6
73162,29747,1539.1
73163,29747,1539.1
73164,29747,1539.1
73167,6720,56.1
73169,2247,103.5
73172,37699,651
73178,3014,30.9
73179,5299,96.9
73184,5299,96.9
73185,5299,96.9
73189,5299,96.9
73190,5299,96.9
73194,5299,96.9
73195,5299,96.9
73196,5299,96.9
74857,8911,59.5
74421,4717,13.4
74431,889,96.8
74437,9822,19.3
74445,2963,15.2
74447,16391,29
74456,186,77.7
74460,170,122.1
74001,306,23.6
74002,1953,6.2
74035,4223,7.3
74054,800,11.5
74056,5152,3.4
74060,450,15.6
74070,15183,28.5
74084,526,4
74127,15724,271.9
74633,341,1.9
74637,1706,3.9
74652,798,1.4
74331,7218,24.9
74335,1129,5.3
74339,2357,292.7
74343,3067,18.6
74354,17926,38.7
74355,17926,38.7
74358,245,840.8
74360,29,1.9
74363,2879,16.4
74370,3594,12.6
74020,7371,41.3
74034,122,18
74038,2123,9
74045,352,2.7
74058,3946,6.4
74081,1823,20.8
74650,654,1.9
74023,11396,25.8
74032,2146,8.3
74059,5664,18.3
74062,1016,13.8
74074,32812,85.5
74075,24891,99.5
74076,24891,99.5
74077,24891,99.5
74078,2329,3660.3
74085,2223,10.7
74425,1448,29.3
74430,464,35.4
74442,901,5.9
74501,28016,20.3
74502,28016,20.3
74522,266,162.4
74528,194,2
74529,194,2
74546,712,200.3
74547,3437,12.8
74553,1249,7.3
74554,1738,141.7
74560,608,1.1
74561,1943,6.2
74565,706,23.3
74576,84,1.7
74820,31480,38.7
74821,31480,38.7
74825,2099,6
74842,128,7.3
74843,370,4.5
74844,406,55.7
74865,1791,4.1
74871,2483,5.5
74801,22194,109.9
74802,22194,109.9
74804,20867,81
74826,1133,6
74840,2003,12.5
74851,10783,44.4
74852,1406,7.2
74854,1983,9.5
74866,1791,4.1
74873,11863,30.8
74878,1397,5.1
74521,191,8.8
74523,6022,10.7
74536,1557,2.4
74543,388,1.1
74557,497,1.4
74558,410,2.1
74562,917,2.2
74567,96,1.7
74574,1264,2.9
73628,1655,1.6
73638,204,0.4
73642,135,0.7
73650,1128,2
73660,342,1.3
73666,226,0.9
74015,8834,54.7
74016,5697,15.5
74017,28375,75
74018,28375,75
74031,3771,21.6
74036,7378,21.1
74053,4539,42.2
74080,2961,10.9
74818,20867,81
74830,241,54.3
74837,255,46
74849,3061,9.8
74867,736,4.8
74868,13443,23.9
74884,5731,17.4
74435,3269,18.9
74936,1090,18.2
74945,447,7.8
74946,136,16.3
74948,11862,22.6
74954,5194,97.7
74955,15122,29.8
74962,4490,13.7
73055,10034,15.2
73425,40,23.5
73434,642,2.7
73442,413,2.1
73491,733,16.1
73529,5440,9.5
73533,27582,33.1
73534,27582,33.1
73536,27582,33.1
73901,185,4.8
73939,1709,2
73942,13454,8
73944,531,0.7
73945,2884,2.9
73949,1523,1.2
73951,1117,4.6
73530,445,1.3
73542,4501,5.4
73546,1036,3.5
73551,66,2.3
73553,71,0.4
73555,160,4.2
73570,1083,3.5
74008,28808,109.5
74011,27969,415.2
74012,62429,896.8
74013,62429,896.8
74021,19907,97.3
74033,11999,330
74037,18419,404.9
74043,402,3.7
74050,356,511.2
74055,45378,292.4
74063,31703,84.8
74073,5459,42.2
74101,2223,10.7
74102,2223,10.7
74103,2134,1821.7
74104,11454,1804.7
74105,25046,1406.3
74106,18075,899.7
74107,19734,292.1
74108,7612,354.9
74110,14812,969.5
74112,20892,1180.1
74114,16175,1253.7
74115,23347,565.6
74116,4044,83.6
74117,24,2.8
74119,3157,1749.3
74120,4988,893.9
74121,4988,893.9
74126,10472,170.8
74128,13005,1324.9
74129,19467,1761.6
74130,2030,196.6
74132,9252,239.1
74133,46067,1218.3
74134,16254,527.9
74135,20849,1317.9
74136,31835,1467.3
74137,28241,962.4
74141,28241,962.4
74145,18580,1106.6
74146,16130,1174.7
74147,16130,1174.7
74148,16130,1174.7
74149,16130,1174.7
74150,16130,1174.7
74152,16130,1174.7
74153,16130,1174.7
74155,16130,1174.7
74156,16130,1174.7
74157,16130,1174.7
74158,16130,1174.7
74159,16130,1174.7
74169,16130,1174.7
74170,16130,1174.7
74171,16130,1174.7
74172,16130,1174.7
74182,16130,1174.7
74186,16130,1174.7
74187,16130,1174.7
74192,16130,1174.7
74193,16130,1174.7
74014,40100,126.9
74019,18185,61.8
74429,15208,64.5
74446,462,211.8
74454,3294,11.3
74458,94,41.7
74467,15147,37.3
74477,0,52.7
74003,14194,45.1
74004,14194,45.1
74005,14194,45.1
74006,27191,111.9
74022,1864,5.7
74029,4971,38.2
74051,2027,21.8
74061,2025,8.8
74082,67,541.7
73021,241,2.1
73024,785,5.5
73622,227,1.9
73624,2335,81.8
73626,1032,3.8
73632,3337,6.5
73641,599,6.9
73647,609,1.9
73661,403,2.4
73664,1114,3.5
73717,7031,4
73731,115,1.7
73746,29,27.7
73842,549,0.4
73860,1518,1.5
73801,15529,12.3
73802,15529,12.3
73841,1329,15.2
73852,2351,1.9
73853,657,1.1
73857,681,3.8
97814,12433,6.3
97819,28,0.2
97833,876,3.9
97834,900,1.8
97837,58,0.3
97840,115,0.3
97870,634,1.7
97877,257,0.5
97884,158,0.8
97905,143,0.2
97907,462,0.7
97324,1297,2.5
97326,1112,2.5
97330,42614,207.7
97331,2768,2883.9
97333,22994,71
97339,21542,71.6
97370,8526,22
97456,2684,12.7
97004,4213,38.7
97009,8470,98
97011,556,38.4
97013,23596,154.1
97015,23027,855.7
97017,3405,26
97022,3770,58.2
97023,10032,29.8
97027,12568,1848.7
97028,166,2.2
97034,18977,992.9
97035,26014,1532
97036,26014,1532
97038,15587,46.7
97042,3148,50.3
97045,55968,229.7
97049,1640,4.8
97055,18392,56.9
97067,1956,18.9
97068,29693,486.5
97070,24339,424.1
97089,13662,212.5
97222,36988,1595.4
97267,32174,1629.7
97268,32174,1629.7
97269,32174,1629.7
97102,313,12.7
97103,17907,43.7
97110,1133,151
97121,1412,128.8
97138,10293,30.3
97145,381,47.8
97146,6457,107.6
97016,6122,10.2
97018,2065,939.6
97048,7579,30.9
97051,16110,127.7
97053,3218,90.7
97054,2001,12.7
97056,11434,45.4
97064,3241,13.7
97407,13,0.3
97411,7572,20
97414,202,3.9
97420,27764,44.6
97423,6703,20.7
97449,2074,16.9
97458,4475,4.8
97459,13427,53.3
97466,1116,7.5
97751,78,0.1
97752,0,0.1
97753,2377,6.6
97754,19803,5.9
97406,13,0.3
97415,14059,36.5
97444,5732,12.2
97450,296,3.1
97464,3866,35
97465,2003,9
97476,404,1.8
97491,258,1.2
97701,68204,33.6
97702,47672,191.2
97703,47672,191.2
97707,6381,38.4
97708,6381,38.4
97709,6381,38.4
97712,71,0.1
97739,12096,20.5
97756,37540,114.5
97759,7165,6.3
97760,7117,27
97410,736,2.4
97416,1162,6.8
97417,2416,47
97429,838,2.9
97432,2381,21.6
97435,2137,9.4
97436,921,3.3
97441,382,6.3
97442,1878,10.3
97443,2194,11.4
97447,373,2.6
97457,10189,24.3
97462,3765,7.4
97467,4982,8.1
97469,2878,20.2
97470,20269,44.6
97471,30350,64.6
97473,309,2.5
97479,9550,57.7
97481,819,35.4
97484,184,0.7
97486,558,4.2
97494,36,20.2
97495,1858,75.8
97496,7332,33.8
97499,1800,5.7
97812,860,0.7
97823,1015,0.6
97861,123,0.6
97817,6,0.1
97820,1008,1.3
97825,308,0.4
97845,2857,15.7
97848,230,0.4
97856,336,0.3
97864,237,0.3
97865,1076,1.2
97869,833,1.3
97873,261,1.2
97710,136,0.1
97720,4360,1.7
97721,207,0.1
97722,103,0.1
97732,129,0.6
97736,104,0.1
97738,1788,10.2
97758,99,0.1
97904,238,0.1
97014,1202,13.9
97031,19161,61.1
97041,2825,9.4
97044,3148,50.3
97501,45607,306.2
97502,28300,112.9
97503,12338,48.7
97504,47645,367.1
97520,25030,30.6
97522,620,2.8
97524,14790,18
97525,4450,17.9
97530,6570,7.4
97535,5400,617.5
97536,932,5.5
97537,7536,22.5
97539,3314,58.7
97540,8349,73.3
97541,1552,2.8
97711,45,0.1
97730,237,7.4
97734,3178,7
97741,12341,13.1
97761,4290,4.1
97497,1561,4
97523,5586,14.3
97526,35493,93.8
97527,35822,54.9
97528,35822,54.9
97531,1075,78.8
97532,2525,15.4
97533,2525,15.4
97534,683,2.9
97538,1650,5.6
97543,646,6.3
97544,2274,5.2
97601,22451,15.6
97602,22451,15.6
97603,28929,36.7
97604,152,0.1
97621,283,1
97622,499,1.3
97623,2596,2.4
97624,3459,3
97625,319,1.4
97626,32,0.5
97627,630,10.8
97632,1614,13.2
97633,1220,17.7
97634,154,142.3
97639,857,2.7
97731,348,2.2
97733,427,0.8
97737,655,7.4
97620,167,0.1
97630,5123,2.4
97635,138,2.5
97636,431,0.8
97637,99,0.2
97638,466,0.4
97640,110,0.1
97641,1286,0.8
97735,94,0.2
97401,44750,1706.6
97402,51489,281.3
97403,13021,1049.7
97404,34390,1260
97405,46270,113.4
97408,13069,89.6
97409,13069,89.6
97412,459,2.4
97413,955,0.7
97419,1143,14.1
97424,17854,29.5
97426,9635,46.7
97430,347,1.4
97431,2381,21.6
97434,930,3.3
97437,2914,44.8
97438,1098,4.4
97439,14413,31.4
97440,14413,31.4
97448,12889,33.2
97451,339,3.6
97452,1650,25.5
97453,929,3.2
97454,1389,9.2
97455,2861,40.8
97461,810,6.2
97463,3866,35
97475,309,2.5
97477,37031,1141.4
97478,39440,87.7
97480,317,2.1
97487,8878,43.1
97488,1206,3.8
97489,961,21.2
97490,258,1.2
97492,743,10.2
97493,330,2.3
97341,2532,121.9
97343,203,1.1
97357,174,6
97364,536,554.8
97365,11289,97.8
97366,1676,54.6
97367,9431,86.2
97368,3506,24
97369,215,24
97376,1066,7.9
97380,2904,13.1
97388,818,125.6
97390,978,1.9
97391,5559,21.9
97394,5028,29.4
97498,1539,7.1
97321,26382,142.4
97322,36352,210.9
97327,3341,15.9
97329,226,1
97335,22994,71
97336,22994,71
97345,580,5.8
97348,1442,9.5
97355,29701,52.9
97358,2689,14
97360,2181,38
97374,4993,15.8
97377,1110,7.4
97386,14119,41.3
97389,1708,18.2
97446,5761,15.3
97901,720,2.7
97902,720,2.7
97903,137,0.4
97906,309,0.1
97908,34,0.1
97909,125,0.4
97910,589,0
97911,78,0.1
97913,4947,3.1
97914,19211,29
97917,19211,29
97918,4141,4.1
97920,96,0
97002,5795,50.7
97020,1008,2135.3
97026,4528,41.2
97032,5131,106.3
97071,29460,211.8
97137,1380,12.1
97301,55448,1784
97302,38397,608.4
97303,40633,598.6
97305,43590,325.4
97306,32255,317.1
97307,32255,317.1
97308,32255,317.1
97309,32255,317.1
97310,32255,317.1
97311,32255,317.1
97312,32255,317.1
97313,32255,317.1
97314,32255,317.1
97317,24516,171.1
97325,6948,82.3
97342,153,1.8
97346,897,11.1
97350,223,0.8
97352,6556,49.8
97362,4393,70.1
97373,223,598.8
97375,1592,10.3
97381,15822,52.2
97383,9952,84.1
97384,0,1221.3
97385,3546,30.8
97392,6671,46.8
97818,4176,20.3
97836,1842,0.8
97839,312,0.9
97843,621,0.7
97844,4221,35.4
97010,8470,98
97019,3084,20.8
97024,10383,1129.2
97030,37386,1872.9
97060,22609,465.4
97080,44722,732.1
97086,31000,952.7
97201,18145,2943.5
97202,42822,2362.8
97203,34365,1343
97204,1100,1609.8
97205,7284,3040.7
97206,51698,2812.3
97207,51698,2812.3
97208,0,0
97209,17585,5519.7
97210,12059,557.5
97211,34962,1662.3
97212,26699,3412.8
97213,32845,2789.2
97214,26207,3275.8
97215,18676,2782.8
97216,16870,2373.7
97217,34813,939.3
97218,15647,804.6
97219,42813,1270.3
97220,30695,1531.1
97221,12328,1048.1
97227,4759,1107.9
97228,4759,1107.9
97230,40131,1106.1
97231,4019,25.7
97232,12419,2359.8
97233,41047,3361.7
97236,40866,1842.4
97238,40866,1842.4
97239,17666,1537.5
97240,17666,1537.5
97242,17666,1537.5
97250,17666,1537.5
97252,17666,1537.5
97253,17666,1537.5
97254,17666,1537.5
97256,17666,1537.5
97258,17666,1537.5
97266,34953,2128.4
97280,32174,1629.7
97282,32174,1629.7
97283,32174,1629.7
97286,32174,1629.7
97290,32174,1629.7
97292,32174,1629.7
97293,32174,1629.7
97294,32174,1629.7
97296,32174,1629.7
97304,31701,196.9
97338,21542,71.6
97344,1349,37.6
97347,2069,16.8
97351,10585,75.9
97361,12091,31.1
97371,647,6.6
97029,335,0.5
97033,46,0.1
97039,514,1.3
97050,193,13.6
97065,517,1
97107,1724,42.2
97108,505,2.5
97112,2019,7
97118,864,293.3
97122,351,6
97130,363,87.5
97131,2661,8.9
97134,175,142.2
97135,827,77.6
97136,1580,33.3
97141,13816,22.8
97143,13816,22.8
97147,321,225.1
97149,866,8.6
97801,20940,16.9
97810,1057,1.6
97813,1453,9.2
97826,1017,1.3
97835,276,0.7
97838,26057,59.5
97859,123,0.6
97862,11296,16.4
97868,1960,1.7
97875,3160,16.1
97880,327,0.3
97882,8110,127.2
97886,1180,3.1
97824,1833,2.9
97827,2381,4.9
97841,610,9.6
97850,17180,22.6
97867,723,2.2
97876,883,5.1
97883,2375,3.6
97828,3112,1.6
97842,134,0.1
97846,1784,1
97857,584,0.7
97885,1310,1.8
97001,354,0.3
97021,965,1.7
97037,881,0.6
97040,1546,9.2
97057,14,20.7
97058,20470,22.2
97063,893,3.2
97003,5795,50.7
97005,26442,1810.7
97006,72831,2071
97007,72592,966.7
97008,29772,2257.2
97062,28652,762.5
97075,29460,211.8
97076,29460,211.8
97077,29460,211.8
97078,29460,211.8
97106,5125,37.6
97109,484,6.8
97113,14838,153.7
97116,26767,128.9
97117,637,7.5
97119,4649,19.7
97123,48770,320.1
97124,54101,432.3
97125,296,11.6
97133,4286,22
97140,25422,207.3
97144,76,5.3
97223,49524,1555
97224,34625,1355.7
97225,26117,1417.3
97229,67339,1092.9
97281,32174,1629.7
97291,32174,1629.7
97298,32174,1629.7
97750,283,0.4
97830,734,0.5
97874,414,0.6
97101,4024,26.4
97111,3543,31.4
97114,5092,32.1
97115,3989,134.5
97127,4105,1625.7
97128,38160,130.6
97132,29546,174.9
97148,3735,17.4
97378,8345,29.6
97396,3298,23.5
17301,4315,119.2
17303,2564,31
17304,2906,48.7
17306,351,356.9
17307,5964,38.2
17310,2085,32.5
17316,8385,76.5
17320,7889,54.4
17324,4206,31.2
17325,27928,83
17337,51636,256
17340,10884,108.7
17343,19,90.8
17344,3624,1766.7
17350,12876,114.7
17353,3456,30.5
17372,4409,48.4
17375,4409,48.4
15006,471,376.5
15007,337,373.3
15014,3132,2418.4
15015,1201,484.8
15017,16440,479.9
15018,849,168.3
15020,224,67.6
15024,8672,208.4
15025,16265,371.7
15026,3409,39.2
15028,151,274.4
15030,1089,231.7
15031,331,425.6
15032,331,425.6
15034,1779,714.6
15035,2106,1981.1
15037,10557,159
15044,27814,252.7
15045,4391,1094.4
15046,2593,485.9
15047,133,304.6
15049,848,801.6
15051,412,213.1
15056,1162,477.9
15064,318,179.1
15065,11558,361.4
15071,10348,209.8
15075,180,2083.8
15076,834,444.9
15082,163,432.4
15084,9897,140.6
15086,343,71.2
15088,501,1022.3
15090,23538,387.3
15091,23538,387.3
15095,23538,387.3
15096,23538,387.3
15101,25077,463.9
15102,29580,1101.1
15104,8556,1425.2
15106,19343,641
15108,41524,392.6
15110,5544,1181.8
15112,2863,1520.2
15116,14267,690.2
15120,18544,1564.1
15122,19647,616.8
15123,19647,616.8
15126,7899,121.6
15127,7899,121.6
15129,10433,523.5
15131,7944,436.5
15132,21289,1468.5
15133,6384,834
15134,6384,834
15135,5307,472.3
15136,22492,758.4
15137,9901,510.5
15139,6450,1264.5
15140,3230,2518
15142,1230,308.9
15143,21129,206.2
15144,4015,579.7
15145,7071,1397.5
15146,27879,555
15147,17270,663.5
15148,2683,972.9
15201,12237,1979.3
15202,19566,1728.7
15203,9777,2602.4
15204,8589,1724.3
15205,22321,819.2
15206,30014,2313.3
15207,11324,907.4
15208,9824,2496.8
15209,12158,1065.3
15210,26616,2159.3
15211,10574,2768.8
15212,26645,1733.1
15213,28047,5591
15214,13217,1177.7
15215,12471,791.6
15216,22776,2634
15217,27758,2760.6
15218,13504,2255.2
15219,16501,2780.1
15220,17759,1385.1
15221,30309,1950.9
15222,4900,1565.2
15223,6521,1458.4
15224,11257,3890.8
15225,1035,273.4
15226,13884,2129.6
15227,28633,1760.4
15228,17711,2163.1
15229,13755,1319.9
15230,13755,1319.9
15231,13755,1319.9
15232,11320,5525
15233,4246,1379.6
15234,13649,1714.1
15235,34744,910.9
15236,29159,1033.6
15237,42227,667.8
15238,13019,310.6
15239,20631,507.8
15240,20631,507.8
15241,20632,756.7
15242,20632,756.7
15243,13112,1721.1
15244,13112,1721.1
15250,13112,1721.1
15251,13112,1721.1
15252,13112,1721.1
15253,13112,1721.1
15254,13112,1721.1
15255,13112,1721.1
15257,13112,1721.1
89424,275,0.6
89431,38601,1443.4
89432,38601,1443.4
89433,21404,501.9
89434,25795,328.2
89435,25795,328.2
89436,42038,348.7
89439,1355,37.5
89441,12832,107.4
89442,1125,2.7
89450,61,1170.6
89451,8543,136.3
89452,8543,136.3
89501,4054,2590.5
89502,45772,758
89503,29097,1659.3
89504,29097,1659.3
89505,29097,1659.3
89506,42053,156.7
89507,42053,156.7
89508,12695,28.2
89509,34956,1440.2
89510,1574,0.6
89511,25690,64.8
89512,26418,1565.4
89513,26418,1565.4
89515,26418,1565.4
89519,8483,415.9
89520,8483,415.9
89521,31329,129.4
89523,34675,642.9
89533,34675,642.9
89555,34675,642.9
89557,34675,642.9
89570,34675,642.9
89595,34675,642.9
89599,34675,642.9
89704,3782,21.6
89301,7901,1.5
89311,121,0.4
89314,299,0.4
89315,299,0.4
89317,278,2
89318,1271,16.7
89319,142,16.4
89701,26581,320.3
89702,0,0
89703,9869,147.8
89706,19760,237.6
89711,19760,237.6
89712,19760,237.6
89713,19760,237.6
89714,19760,237.6
89721,19760,237.6
12007,0,19.1
12009,8036,53
12023,2134,14.7
12041,638,117.4
12045,475,307.2
12046,1025,20.6
12047,20935,859.9
12054,16649,422.8
12055,16649,422.8
12059,1657,24.3
12067,1635,27.2
12077,6823,239.1
12084,4959,457.2
12085,434,1053.4
12107,2427,58.1
12110,22041,575.9
12120,623,13.5
12128,1385,29.6
12143,4800,102.4
12147,529,9.8
12158,6852,79.6
12159,7845,216.4
12161,199,151
12183,2591,1354
12186,6047,76.6
12189,17563,1064.6
12193,1828,20
12201,7772,232.9
12202,9624,1817.3
12203,31251,1013.7
12204,7628,697.7
12205,27212,658.3
12206,15944,2979.2
12207,1688,711.4
12208,21896,1904.7
12209,9383,1825
12210,9706,4372.9
12211,10752,550.9
12212,10752,550.9
12214,10752,550.9
12220,10752,550.9
12222,6153,4590.6
12223,6153,4590.6
12224,6153,4590.6
12225,6153,4590.6
12226,6153,4590.6
12227,6153,4590.6
12228,6153,4590.6
12229,6153,4590.6
12230,6153,4590.6
12231,6153,4590.6
12232,6153,4590.6
12233,6153,4590.6
12234,6153,4590.6
12235,6153,4590.6
12236,6153,4590.6
12237,6153,4590.6
12238,6153,4590.6
12239,6153,4590.6
12240,6153,4590.6
12241,6153,4590.6
12242,6153,4590.6
12243,6153,4590.6
12244,6153,4590.6
12245,6153,4590.6
12246,6153,4590.6
12247,6153,4590.6
12248,6153,4590.6
12249,6153,4590.6
12250,6153,4590.6
12252,6153,4590.6
12255,6153,4590.6
12256,6153,4590.6
12257,6153,4590.6
12260,6153,4590.6
12261,6153,4590.6
12288,6153,4590.6
12469,605,7.7
14029,1703,45.5
14707,152,46.4
14708,223,6.7
14709,1450,11.7
14711,1915,17.1
14714,582,10.3
14715,2840,24.4
14717,505,9
14721,105,23.9
14727,5225,19.3
14735,2931,12.8
14739,2746,14.2
14744,2268,46.4
14745,2268,46.4
14754,594,15.5
14774,74,327.3
14777,695,17.9
14786,1040,13.8
14802,4251,1534.8
14803,831,18.2
14804,1402,10.2
14806,2015,12.7
14813,2325,16
14822,1012,9.1
14880,1561,11.7
14884,240,5.5
14895,9354,32.7
14897,811,14.8
10451,47798,17151.2
10452,76078,29444.3
10453,79606,33006.7
10454,38203,13755
10455,42283,21476.4
10456,94218,32836.8
10457,74554,25699.2
10458,83960,30530.3
10459,48351,22269.8
10460,59505,16860.9
10461,50348,8143.1
10462,76756,19848.6
10463,71360,18097.1
10464,4434,504.2
10465,44205,4799.6
10466,72479,13002.9
10467,103732,16045.2
10468,78647,27442.2
10469,73870,10404
10470,15432,4129.4
10471,21896,3441.8
10472,68796,24312.8
10473,59609,10563.9
10474,12127,3100.2
10475,43208,9189.1
13737,2153,14.9
13744,1143,37.9
13745,1143,37.9
13746,2000,35.3
13748,3779,110.7
13749,3779,110.7
13754,3233,16.1
13760,43350,347.5
13761,43350,347.5
13762,43350,347.5
13763,43350,347.5
13777,352,46.6
13787,3502,22
13790,17875,254.7
13794,70,56.5
13795,3424,72.1
13797,2194,26.1
13802,562,27.6
13813,609,13.5
13826,15,26.5
13833,3947,46
13848,84,7.9
13850,22186,166.1
13851,22186,166.1
13862,4429,28.6
13865,6135,22.3
13901,19195,328.6
13902,6149,3349.3
13903,18496,182.9
13904,9948,159.5
13905,26194,400.1
14041,166,40.2
14042,3966,33.6
14060,289,9.6
14065,1763,19.6
14070,6847,50.8
14101,1972,17.3
14129,1470,19.9
14133,5792,85.5
14138,2006,16.6
14168,32,350.7
14171,1956,15.7
14173,387,264.1
14706,6189,31.1
14719,3424,14.3
14726,1829,20.5
14729,897,10.4
14730,897,10.4
14731,1115,13.3
14737,4351,14.9
14741,1809,11.7
14743,1780,15.8
14748,619,16.1
14751,4483,154
14753,1148,8.2
14755,3080,14.9
14760,18163,114.3
14766,18163,114.3
14770,2777,38.6
14772,4108,22.2
14778,1372,1350.3
14779,6785,23.7
14783,361,5
14788,73,299.1
13021,38114,126.9
13022,38114,126.9
13024,1723,16109.4
13026,1734,26.3
13033,3801,22.3
13034,1987,31.6
13071,895,15.9
13081,1105,15.6
13092,2479,20.7
13111,1616,24.7
13113,304,213.4
13117,264,89.1
13118,6039,24
13139,0,592.7
13140,4509,33.2
13147,1147,13.8
13156,1896,25.8
13160,2055,36.8
13166,5572,53.1
14048,14177,249.7
14062,3248,17.8
14063,14676,113.9
14081,3130,34
14135,123,44.5
14136,4551,83.9
14166,40825,1076.9
14701,39731,170.2
14702,39731,170.2
14710,3268,28.3
14712,3178,49.6
14716,2746,96.7
14718,1988,25.3
14720,597,1064.7
14722,269,177.5
14723,1104,11.6
14724,2361,13.2
14728,1033,14.9
14732,133,36.4
14733,3844,53.4
14736,270,20.8
14738,3247,21.4
14740,1079,21.2
14742,276,539.9
14747,2201,20.3
14750,4483,154
14752,263,260.2
14756,70,309.7
14757,3298,29.2
14758,3298,29.2
14767,2146,15.1
14769,1013,38.9
14775,2530,18.1
14781,2089,11.8
14782,2435,16.9
14784,1040,13.8
14785,1040,13.8
14787,4739,47.1
14814,1833,86.6
14816,604,52.1
14825,749,21
14838,1786,21
14845,20451,98.9
14861,1310,15.8
14864,1253,40.5
14871,4879,36.8
14872,645,36.3
14889,1659,13.7
14894,1253,49.8
14901,15965,172.8
14902,15965,172.8
14903,7584,140
14904,15480,1118.7
14905,8593,840.6
13124,94,10.2
13136,407,11.1
13155,586,12.5
13332,2939,19.3
13411,3189,18.4
13460,4279,23.9
13464,1378,12
13730,2683,22.1
13733,4861,22.2
13758,1318,10.8
13778,5557,23.7
13780,1036,18.2
13801,1413,7.9
13809,1546,19.5
13814,609,13.5
13815,12985,50.4
13830,5196,17.6
13832,663,9.9
13841,634,17.1
13843,2099,13.4
13844,758,11.7
12901,32846,170
12903,1215,813.3
12910,2006,12.8
12911,25,146.1
12912,2119,8.5
12918,2208,23.5
12919,3121,30.6
12921,2464,28
12923,589,4.7
12924,88,22.4
12929,3916,1276.9
12933,52,239.9
12934,967,7
12935,1651,6.8
